"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,Navigation,"Link clicks","Sticker taps",Follows
18068541956127059,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,,0,"12/23/2025 15:11",https://www.instagram.com/stories/ino_moneycoach/3794263771930852514,"IG story",,Lifetime,3300,2454,12,0,2,1,3026,,,
17959201533033895,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,,0,"12/23/2025 15:11",https://www.instagram.com/stories/ino_moneycoach/3794263774598427725,"IG story",,Lifetime,3421,2573,14,2,8,0,2718,,,1
17913459423258632,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,"メリークリスマス🎁🎄 皆さんにとって
12月24日も25日も楽しい
クリスマスになりますように✨",6,"12/23/2025 14:10",https://www.instagram.com/stories/ino_moneycoach/3794232692213753091,"IG story",,Lifetime,2978,2552,8,0,32,0,2523,,,2
18544889995042464,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,"しかも年末まで
仕事の人31%
いるんですけど😎😎
 ちょっと待って
365日仕事の人
12%もいるで🥹 みなさま大変
お疲れ様です🙇‍♀️🙇‍♀️ よく考えたらお母さんとお父さんは365日仕事と同じやな😭😭
少しでもゆっくり休めることを願っています🥹 いのとぴよたも年末年始も力を抜かず
よい発信ができるように頑張ります🥹🥹🥹",0,"12/22/2025 21:43",https://www.instagram.com/stories/ino_moneycoach/3793736072317539842,"IG story",,Lifetime,2207,1791,4,0,8,0,1893,,,
18066717794166170,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,"いのの会社は
いつまで仕事か確認
してみよう️🧐",8,"12/22/2025 19:34",https://www.instagram.com/stories/ino_moneycoach/3793671274909308996,"IG story",,Lifetime,2005,1657,2,0,3,0,1804,,,
18091907254743750,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,,5,"12/22/2025 19:21",https://www.instagram.com/stories/ino_moneycoach/3793664514026788269,"IG story",,Lifetime,2274,1828,2,0,2,0,1841,16,,
17867031723518858,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,,5,"12/22/2025 16:34",https://www.instagram.com/stories/ino_moneycoach/3793580757567557616,"IG story",,Lifetime,2346,1852,2,0,7,0,1933,,,
17971924790821965,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,,0,"12/22/2025 15:03",https://www.instagram.com/stories/ino_moneycoach/3793534799454629661,"IG story",,Lifetime,2427,1930,2,0,5,0,2057,4,,
18106750975647877,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,,0,"12/22/2025 15:03",https://www.instagram.com/stories/ino_moneycoach/3793534799890869482,"IG story",,Lifetime,2326,1852,3,0,5,0,2113,,,
18140336053460901,17841456723306822,ino_moneycoach,いの🐛お得・ポイント・決済を駆使して月５万円UP✨,,0,"12/22/2025 15:03",https://www.instagram.com/stories/ino_moneycoach/3793534800251579127,"IG story",,Lifetime,2495,2025,5,1,12,0,2200,,,
